0,1
b'injury risk can be reduced a lot with proper training and technique':,neutral
b'is the U shaped association between running and mortality published juliaoftoronto Evidence please It is usually your strength ':,neutral
b'isnt this an argument for no impact cardio exercise like elliptical trainers as the best of both worlds ':,admiration
b'Jogging even 5 to 10 minutes per day can reduce the risk of death from all cause':,neutral
b'Jogging even 5 to 10 minutes per day can reduce the risk of death from all causes':,neutral
b'LT I feel like that can impact stats Are we to assume the study participants were running properly ':,neutral
b'Meu caso 20 anos de corrida rompimento de tend o de Aquiles hoje ando acelerado ':,neutral
b'New York City the best walking city ':,admiration
b'Okay what if you run on the elliptical in intervals for 2 3 miles Then lift for 30 40 mins Aka not a marathon runner lean':,neutral
b'One thing to remember is that you can always take some nutritious snacks with you NationalWalkingDay':,curiosity
b'replaces should with with the phrase I will walk Solutions behavioral whatmovesyou elizabarclay voxdotcom':,approval
b'running bad on knees walking is to slow so fast brisk walking I guess':,surprise
b'Running is everything Running':,neutral
b'running is fun you get cool shirts and medals Its changed the way we vacation too we plan trips around races ':,amusement
b'Sadly I only run when McDonalds is the destination ':,neutral
b'Science Movement inactive extreme exercise Reality People who like to run run People who d':,anger
b'should still use that headline rule of its a question gt no Walk or run NO':,neutral
b'Should you walk or run for exercise Heres what the science says http t co KFFpEOBkyD http t co fqJjiI5Wky colbrys':,neutral
b'SierraSil JF14 Active spray would be of help for the running injuries in the voxdotcom article Avail LifestyleMkts':,neutral
b'so tru dont sit move walk or run i dont care which Just do some thing ':,confusion
b'speakin of feet take care of your feet this is the best antifungal walmart has tineacide feel good today':,admiration
b'Sprinting or running fast is quite different to jogging Most runners dont regard jogging as real running ':,neutral
b'thank you for tweeting this a cad patient fighting coronary disease I can and DO do hard walking ':,gratitude
b'thanks for sharing Marc van Gurp have a great Tuesday ':,gratitude
b'thanks I hate running was just good at it Ill get there again if my knees hold out':,gratitude
b'the 5 or 10 minutes claim is from a study only showing correlation not causation ':,neutral
b'the problem with this question is that it is studying bad running practice Read born to run Not only i':,disapproval
b'This is why I ride a bicycle all the cardio benefits with a very low negative impact on my body unless I fall off ':,confusion
b'Tl Dr Running improves your health more efficiently than walking does and has greater health benefits p':,neutral
b'Walk jog or run only in short burts':,neutral
b'walking the dog was what kept me going when I was first diagnosed MS':,curiosity
b'Watch and retweet NewYor':,neutral
b'What about biking ':,curiosity
b'Whats DDR ':,neutral
b'When I was losing weight everyone kept telling me to run Definitely not worth the damage for me personally Everyone is different':,disapproval
b'Where is the U shaped association between running and mortality published juliaoftoronto Evidence please ':,neutral
b'Without reading the article the answer is WALK ':,neutral
b'yeah my knee has certainly been impacted by running but when im walking my shin splints flare up so idk what to do Lol ':,amusement
b'Yeah seems like just a head cold I need to make sure I dont let this turn into a sinus infection ':,confusion
b'You should swim ':,neutral
b'You use both running and jogging in this article Can you define each term ':,neutral
b'I like it my understanding we should start low dose aspirin once we approach 40 years old this will red':,love
b'thats why its an apple a day a natural source of salicylic acid asparin buy organic and dont peel ':,neutral
b'Words like May Reduce No thank you ':,gratitude
b'Wow ok ':,surprise
b' JorgePontual Good news ':,admiration
b'This is fantastic news ':,neutral
b' might ':,neutral
b' Newswee':,anger
b' Newsweek I know what will treat my depression Getting rid of President Chump Not a typo NotMyPresident Resist DumpTrump':,confusion
b'A neurologist told me about this too bad its so ':,disappointment
b'do they get you high D lol':,amusement
b'Problem Solved Then theres the cancer ':,neutral
b' 13JustAFan':,neutral
b' nbcbayarea so only the rich can get it awesome All about the elite ':,admiration
b' NBCNews Is it IV turmeric ':,joy
b' NBCNightlyNews Im getting a loan':,neutral
b' spencerpratt DUDE YOUR PRAYERS HAVE BEEN ANSWERED SkinProblems Daddy ofBabyHummingBirdsAllen amp Anna':,neutral
b' Toopssyd5':,admiration
b'Hey look I just sent it to you because I know you got eczema And when I saw this article I thought of u':,realization
b'I had a bad childhood case and the doctor told my mom to put me in the sun and that cleared it up Could save 37K a year':,neutral
b'Lol I didnt see all that':,amusement
b'Skin vitamins and tylenol pm these would work and they are cheaper than this new drug Just saying ':,neutral
b'This could be a life changer ':,neutral
b' HealymonsterX':,neutral
b' Jeena Cho krgpryal ':,neutral
b' KevinKimmich I followed a similar technique and got rid of my spectacles Been glasses free for years now ':,neutral
b' Konapage1':,admiration
b' lik s t ri labs jaunv rds ':,neutral
b' lkerrai ':,neutral
b' nwtn NYT take note make public trump America First means MY FAMILY FIRST FOR ALL And the people Wh':,neutral
b' NYTHealth thats cool did you have a fairly weak prescription ':,admiration
b' nytime':,neutral
b' nytime':,neutral
b' nytime':,neutral
b' nytimes':,neutral
b' nytimes cat afterparty':,neutral
b' nytimes Gave the Glasses Off app a try Apparently the depicted performance means i would still b':,neutral
b' nytimes I hope this hasnt been granted a patent Waiting for the open source app in 1 2 3 ':,optimism
b' nytimes If it works it is worth 59 bucks ':,neutral
b' nytimes Too late ':,neutral
b' nytimes True about cornea but think app works the muscles attached to lens This could combat lens stiffness as 1 ages ':,neutral
b' the app is GlassesOff find it in GooglePlay store trying now':,neutral
b' Tortured Verse John Just borrow my reading glasses Its okay ':,neutral
b' TPLWendy Woah this is wild ':,neutral
b' UpshotNYT Ive been using this for a couple weeks now and love it I hope to stave off visual declin':,optimism
b' UpshotNYT LOL Funny stuff I couldnt get past why you would want to read the NYT ':,amusement
b' UpshotNYT My presbyopia has almost fixed my nearsightedness ':,neutral
b' UpshotNYT nytimes This isnt the ophthalmologic equivalent of jade eggs is it ':,neutral
b' visionaria':,neutral
b'2 2 Searched Google News for gabor patch and theres nothing recent searched Jan 1 2018 to now ':,neutral
b'After I picked up my glasses I realized it said reading glasses Someone help me find my GLASSES ':,approval
b'ahaha what trash good luck trying to think away the natural hardening of your lens Thx for the medical advice from an economist ':,optimism
b'Appli GlassesOff':,admiration
b'as I read this with reading glasses hate glasses but better than not reading':,anger
b'bufala ':,neutral
b'But I look so hot in reading glasses ':,admiration
b'Cant read article because I passed my NYT limit but sure sounds like a good idea to me ':,admiration
b'Ditto Shocked at how expensive it is ':,curiosity
b'e il tuo oste che dice ':,neutral
b'Enjoyed reading this with my reading glasses ':,joy
b'Fake Medical Test':,neutral
b'Good stuff ':,admiration
b'Had not heard of GlassesOff before this article Talk about apps for everythinng Good example of looking':,admiration
b'Hey Prema Free Personal Development amp Motivation Books ':,neutral
b'I am willing to try it Cheaper than glasses or surgery ':,neutral
b'I definitely need to try this ':,neutral
b'i donnt want to wear bifocal ':,neutral
b'I guess this is worth a try Better not to need glasses to read ':,disapproval
b'I have a 8 75 prescription sadly reading glasses are the least of my concerns ':,approval
b'I sometimes can do that but my eyes suffer a lot ':,neutral
b'I will read more about it It is interesting The article make sense ':,approval
b'I would love to try it out but couldnt bring myself to fork over money ':,love
b'If the retinal image is blurred it is difficult for the brain to unblur it Please let us know how its working when youre 50 ':,neutral
b'Il mio oculista dice di no ':,neutral
b'Ill try it sounds interesting':,admiration
b'interesting ':,admiration
b'Is this real news or fake news':,neutral
b'J itais bija zin ms Nep rliecino i rezult ti un par maksu Es negribu dom t ka redzu ':,annoyance
b'Jennifer That is the stupidest thing today after everything Nunes said Wow ':,surprise
b'just as expensive as glasses':,neutral
b'Let me know how youre doing with that when youre 50 The brain has a hard time seeing a sharp image':,neutral
b'Most interesting thing Ive read in a long time ':,admiration
b'Muscles Im pretty sure its the shape of the eye that determines whether or not one needs glasses But':,confusion
b'My dear departed mother said this all the time Who knew ':,neutral
b'Nice embedded ad for GlassesOff ':,admiration
b'Over half a year of super hardcore CIA brainwashing caused me to need reading glasses ':,annoyance
